voyage_id,fixture_display_order,port_id,port_name,activity_type,display_order
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,370.0,Belem,L,15
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,3515.0,Suape,D,16
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,3515.0,Suape,D,17
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,2042.0,Maceio,D,18
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,1586.0,Itaqui,D,19
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,370.0,Belem,D,20
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,3238.0,Sao Luiz De Maranhao,L,21
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,1141.0,Fortaleza,L,22
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,3069.0,Rio de Janeiro,L,23
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,370.0,Belem,D,24
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,3515.0,Suape,D,25
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,1141.0,Fortaleza,D,26
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,2042.0,Maceio,D,27
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,3881.0,Vila do Conde,L,28
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,3515.0,Suape,L,29
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,3233.0,Santos,L,30
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,3239.0,Sao Sebastiao,L,31
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,3238.0,Sao Luiz De Maranhao,D,32
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,3515.0,Suape,L,33
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,1141.0,Fortaleza,D,34
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,3069.0,Rio de Janeiro,L,35
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,3515.0,Suape,D,36
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,370.0,Belem,D,37
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,3239.0,Sao Sebastiao,D,38
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,3515.0,Suape,D,39
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,557.0,Cabedelo,L,40
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,3238.0,Sao Luiz De Maranhao,L,41
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,3238.0,Sao Luiz De Maranhao,D,42
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,3881.0,Vila do Conde,D,43
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,370.0,Belem,D,44
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,3515.0,Suape,L,45
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,3515.0,Suape,L,46
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,3163.0,Salvador,D,47
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,3515.0,Suape,D,48
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,1141.0,Fortaleza,L,49
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,3163.0,Salvador,L,0
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,2047.0,Madre de Deus,D,1
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,3163.0,Salvador,L,2
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,2047.0,Madre de Deus,D,3
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,3163.0,Salvador,L,4
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,2047.0,Madre de Deus,D,5
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,3163.0,Salvador,L,6
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,2047.0,Madre de Deus,D,7
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,3163.0,Salvador,L,8
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,2047.0,Madre de Deus,D,9
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,1642.0,Jubilee Terminal,L,10
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,3163.0,Salvador,D,11
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,2047.0,Madre de Deus,D,12
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,3163.0,Salvador,L,13
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,2047.0,Madre de Deus,D,14
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,3163.0,Salvador,L,15
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,2047.0,Madre de Deus,D,16
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,3163.0,Salvador,L,17
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,2047.0,Madre de Deus,D,18
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,5112.0,Mayumba (FSO),L,19
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,1197.0,Gamba,L,20
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,3163.0,Salvador,D,21
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,2047.0,Madre de Deus,D,22
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,2047.0,Madre de Deus,D,23
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,3163.0,Salvador,L,24
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,2047.0,Madre de Deus,D,25
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,3163.0,Salvador,L,26
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,2047.0,Madre de Deus,D,27
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,2047.0,Madre de Deus,D,28
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,3163.0,Salvador,L,29
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,2047.0,Madre de Deus,D,30
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,3163.0,Salvador,L,31
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,2047.0,Madre de Deus,D,32
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,3163.0,Salvador,L,33
52A30F86443D951AC67112393AB2B748,1,1488.0,Houston,L,0
C9979AA474D9FB06D70C0B5481CABF27,1,3360.0,Singapore,L,0
C9979AA474D9FB06D70C0B5481CABF27,1,3559.0,Tabangao,D,1
25D3D5129610A0D7B90DB65400D105C2,1,4113.0,Garyville LA (using Reserve),L,0
25D3D5129610A0D7B90DB65400D105C2,1,2886.0,Progreso,D,1
25D3D5129610A0D7B90DB65400D105C2,1,3600.0,Tampico,D,2
25D3D5129610A0D7B90DB65400D105C2,1,3871.0,Veracruz,D,3
88391DDD39888755EB20D3A2FD040E06,1,840.0,Dalian,L,0
88391DDD39888755EB20D3A2FD040E06,1,2043.0,Mackay,D,1
88391DDD39888755EB20D3A2FD040E06,1,504.0,Brisbane,D,2
14D084DCF290BDDC1FB2A8C0C8DAB67D,1,400.0,Bilbao,L,0
14D084DCF290BDDC1FB2A8C0C8DAB67D,1,3113.0,Rotterdam,D,1
934BFC527A1D7357AFD56DAFF2A0033D,1,1706.0,Kavkaz,L,0
934BFC527A1D7357AFD56DAFF2A0033D,1,830.0,Daesan,D,1
934BFC527A1D7357AFD56DAFF2A0033D,1,2421.0,Novorossiysk,L,2
49B4E994B8EBE4C909475224817B2586,1,1850.0,Kuwait,L,0
49B4E994B8EBE4C909475224817B2586,1,1170.0,Fujairah,D,1
6FDCBDCE1A2CD19F291935D358355B0B,1,1739.0,Khor al Zubair,L,0
6FDCBDCE1A2CD19F291935D358355B0B,1,1170.0,Fujairah,L,1
6FDCBDCE1A2CD19F291935D358355B0B,1,3427.0,South West Point (Tsa),D,2
6FDCBDCE1A2CD19F291935D358355B0B,1,4141.0,St. Charles,D,3
6F74113EEB33919698D37FCA86F12DED,1,4097.0,Tulja Terminal,L,0
6F74113EEB33919698D37FCA86F12DED,1,1505.0,Huelva,D,1
EA45A4F11172E454899E8D6760EDA0DB,1,3679.0,Thamesport,D,0
EA45A4F11172E454899E8D6760EDA0DB,1,3476.0,St Rose,L,1
EA45A4F11172E454899E8D6760EDA0DB,1,3113.0,Rotterdam,D,2
EA45A4F11172E454899E8D6760EDA0DB,1,113.0,Amsterdam,D,3
EA45A4F11172E454899E8D6760EDA0DB,1,1505.0,Huelva,D,4
D8B20CE7C647A1588B768454EDCE9057,1,3483.0,Stag Marine Terminal,L,0
D8B20CE7C647A1588B768454EDCE9057,1,3626.0,Tanjung Pelepas,D,1
15CF23E61F6E581E94890E235AC69089,1,1194.0,Galveston,L,0
15CF23E61F6E581E94890E235AC69089,1,2269.0,Mumbai,D,1
15CF23E61F6E581E94890E235AC69089,1,3476.0,St Rose,L,2
15CF23E61F6E581E94890E235AC69089,1,3673.0,Texas City,L,3
15CF23E61F6E581E94890E235AC69089,1,2270.0,Mundra,D,4
15CF23E61F6E581E94890E235AC69089,1,4755.0,Dighi,D,5
15CF23E61F6E581E94890E235AC69089,1,4677.0,JNPT,D,6
9560BFDF2BC6DDA9A57C579928D4086C,1,809.0,Covenas,L,0
9560BFDF2BC6DDA9A57C579928D4086C,1,830.0,Daesan,D,1
1A2B1DC16E37189A660F31EBC6108444,1,2620.0,Pascagoula,L,0
1A2B1DC16E37189A660F31EBC6108444,1,235.0,Bahia Las Minas,D,1
64E3DF436FA0DEB2D578CE7C1668036C,1,3184.0,"San Lorenzo, Argentina",L,0
64E3DF436FA0DEB2D578CE7C1668036C,1,1672.0,Kandla,D,1
64E3DF436FA0DEB2D578CE7C1668036C,1,2270.0,Mundra,D,2
64E3DF436FA0DEB2D578CE7C1668036C,1,2613.0,Paranagua,L,3
D4575B04081E7979D9554B856374573F,1,3027.0,Ras Laffan,L,0
D4575B04081E7979D9554B856374573F,1,3360.0,Singapore,D,1
014B69F7CD903501B0A9427F7716EC8B,1,405.0,Bintulu,L,0
014B69F7CD903501B0A9427F7716EC8B,1,966.0,Dumai,L,1
014B69F7CD903501B0A9427F7716EC8B,1,4163.0,Lubuk Guang,L,1
014B69F7CD903501B0A9427F7716EC8B,1,2804.0,Port Qasim,D,2
014B69F7CD903501B0A9427F7716EC8B,1,1672.0,Kandla,D,3
6B147C0172EB1E6DBC29BAE2247643A8,1,4007.0,Yanbu,L,0
6B147C0172EB1E6DBC29BAE2247643A8,1,1170.0,Fujairah,D,1
6B147C0172EB1E6DBC29BAE2247643A8,1,1246.0,Gizan,L,2
CDFDFD514C0D8D3C6BC33B4A3F8DDBCC,1,3113.0,Rotterdam,L,0
CDFDFD514C0D8D3C6BC33B4A3F8DDBCC,1,832.0,Dagenham Wharf - No.7 - Thames,D,1
79598DC988DC2962DB48188B95239F9A,1,3072.0,Rio Grande,L,0
79598DC988DC2962DB48188B95239F9A,1,4073.0,Zhenjiang,D,1
EDE9FF129D9492A08E1A6A6E3E598098,1,1488.0,Houston,L,0
EDE9FF129D9492A08E1A6A6E3E598098,1,3069.0,Rio de Janeiro,D,1
EDE9FF129D9492A08E1A6A6E3E598098,1,3233.0,Santos,D,2
165C8339168CEE2A48D048B475DC28DB,1,3412.0,Sorel,L,0
165C8339168CEE2A48D048B475DC28DB,1,338.0,"Bayonne, New Jersey, U.S.A",D,1
21F257ACFC9D4DE54A748CD83DEDC612,1,1609.0,Jebel Dhanna - Ruwais,L,0
21F257ACFC9D4DE54A748CD83DEDC612,1,2756.0,Port Dickson,D,1
21F257ACFC9D4DE54A748CD83DEDC612,1,1170.0,Fujairah,L,2
678B5B12F9B655BE49A6C8B7DE11D408,1,3380.0,Skikda,L,0
678B5B12F9B655BE49A6C8B7DE11D408,1,3113.0,Rotterdam,D,1
CC7802A637D2E8E64B166F4708436EB9,1,355.0,Beaumont,L,0
CC7802A637D2E8E64B166F4708436EB9,1,3796.0,Tuxpan,D,1
CC7802A637D2E8E64B166F4708436EB9,1,729.0,Ciudad Madero,D,2
8F967560E5047FCEBE21EF283FB25CB4,1,113.0,Amsterdam,L,0
8F967560E5047FCEBE21EF283FB25CB4,1,2002.0,Los Angeles,D,1
A84DD782318302C19288BAF373A02D04,1,39.0,Agioi Theodoroi,L,0
A84DD782318302C19288BAF373A02D04,1,3112.0,"Rota, Spain",D,1
A84DD782318302C19288BAF373A02D04,1,81.0,Algeciras,L,2
A84DD782318302C19288BAF373A02D04,1,3415.0,Souda Bay,D,3
A84DD782318302C19288BAF373A02D04,1,39.0,Agioi Theodoroi,L,4
A84DD782318302C19288BAF373A02D04,1,3112.0,"Rota, Spain",D,5
199FADC7EAAEC53DF9E691562818222A,1,796.0,Corpus Christi,L,0
199FADC7EAAEC53DF9E691562818222A,1,4586.0,Pointe a Pierre,D,1
2F308689E9E60A6C499FF911725E63FE,1,3360.0,Singapore,D,0
2F308689E9E60A6C499FF911725E63FE,1,4070.0,Zhanjiang (formerly Tsamkong),L,1
2F308689E9E60A6C499FF911725E63FE,1,4153.0,Pengerang Terminal (using Changi Sing),D,2
2F308689E9E60A6C499FF911725E63FE,1,3360.0,Singapore,D,3
2F308689E9E60A6C499FF911725E63FE,1,4153.0,Pengerang Terminal (using Changi Sing),D,4
2D196AD00914F3704CF74336ABE7FE7B,1,2742.0,"Port Arthur, Texas, U.S.A.",L,0
2D196AD00914F3704CF74336ABE7FE7B,1,3069.0,Rio de Janeiro,D,1
2D196AD00914F3704CF74336ABE7FE7B,1,3233.0,Santos,D,2
7DE479BEF902F8482CAC8DA2D56FBD0B,1,3360.0,Singapore,L,0
7DE479BEF902F8482CAC8DA2D56FBD0B,1,3113.0,Rotterdam,D,1
7DE479BEF902F8482CAC8DA2D56FBD0B,1,1233.0,Ghent,D,2
AE8BAB4810D06966E69B778C102D03CC,1,1162.0,"Freeport Brasos Terminal, Texas, U.S.A.",L,0
AE8BAB4810D06966E69B778C102D03CC,1,2607.0,Paradip,D,1
AE8BAB4810D06966E69B778C102D03CC,1,2481.0,Offshore Galveston No.1 (Tsa),L,2
70B36BEFDF491F92A9442236BF10BC83,1,4163.0,Lubuk Guang,L,0
70B36BEFDF491F92A9442236BF10BC83,1,1922.0,Lavera,D,1
70B36BEFDF491F92A9442236BF10BC83,1,364.0,Bejaia,D,2
70B36BEFDF491F92A9442236BF10BC83,1,1505.0,Huelva,D,3
70B36BEFDF491F92A9442236BF10BC83,1,1233.0,Ghent,D,4
70B36BEFDF491F92A9442236BF10BC83,1,3113.0,Rotterdam,D,5
F11713AA423682A30FFE1AB5F378812D,1,3455.0,St Eustatius,L,0
F11713AA423682A30FFE1AB5F378812D,1,4772.0,KM 171 Rio Parana Guazu,D,1
F11713AA423682A30FFE1AB5F378812D,1,94.0,Alpha Zone (Tsa),D,2
F11713AA423682A30FFE1AB5F378812D,1,3184.0,"San Lorenzo, Argentina",D,3
94DF670F136698DBF1A6D9341E2CB775,1,2620.0,Pascagoula,L,0
94DF670F136698DBF1A6D9341E2CB775,1,235.0,Bahia Las Minas,D,1
952AEB3FE07BF099297CA7FA65C7B2DC,1,4178.0,CPC Terminal,L,0
952AEB3FE07BF099297CA7FA65C7B2DC,1,1104.0,Fawley,D,1
FE1DDECC4B403B0CD6BED77E9EEBF8E0,1,1888.0,Lae,L,0
FE1DDECC4B403B0CD6BED77E9EEBF8E0,1,1974.0,"Liverpool, U.K.",D,1
FE1DDECC4B403B0CD6BED77E9EEBF8E0,1,4628.0,Oro Bay,L,1
FE1DDECC4B403B0CD6BED77E9EEBF8E0,1,4629.0,Kimbe,L,2
FE1DDECC4B403B0CD6BED77E9EEBF8E0,1,309.0,"Barcelona, Spain",D,3
FE1DDECC4B403B0CD6BED77E9EEBF8E0,1,3113.0,Rotterdam,D,4
FE1DDECC4B403B0CD6BED77E9EEBF8E0,1,4678.0,Bialla,L,5
FE1DDECC4B403B0CD6BED77E9EEBF8E0,1,486.0,Brake,D,7
1CB88B94F5E6E2F412AE66D9F351A140,1,5124.0,FPSO BW Adolo,L,0
1CB88B94F5E6E2F412AE66D9F351A140,1,179.0,Ashkelon,D,1
292DA1DF2A4552BC6DDF2FCF62517F36,1,1473.0,Honiara,L,0
292DA1DF2A4552BC6DDF2FCF62517F36,1,1888.0,Lae,L,1
292DA1DF2A4552BC6DDF2FCF62517F36,1,4628.0,Oro Bay,L,2
292DA1DF2A4552BC6DDF2FCF62517F36,1,3113.0,Rotterdam,D,3
292DA1DF2A4552BC6DDF2FCF62517F36,1,4627.0,Alotau,L,4
292DA1DF2A4552BC6DDF2FCF62517F36,1,4629.0,Kimbe,L,5
292DA1DF2A4552BC6DDF2FCF62517F36,1,4678.0,Bialla,L,6
292DA1DF2A4552BC6DDF2FCF62517F36,1,1974.0,"Liverpool, U.K.",D,7
292DA1DF2A4552BC6DDF2FCF62517F36,1,486.0,Brake,D,8
63EDDD459C2B17D9A4A051F0FF051BE4,1,1488.0,Houston,L,0
63EDDD459C2B17D9A4A051F0FF051BE4,1,4141.0,St. Charles,L,1
63EDDD459C2B17D9A4A051F0FF051BE4,1,2042.0,Maceio,D,2
63EDDD459C2B17D9A4A051F0FF051BE4,1,3069.0,Rio de Janeiro,D,3
5BC2370DF9E14BB3D00F6145F4BB91E1,1,2544.0,Onsan,L,0
5BC2370DF9E14BB3D00F6145F4BB91E1,1,4153.0,Pengerang Terminal (using Changi Sing),D,1
2930EBDE7C523FE753186950DBF6153D,1,3476.0,St Rose,L,0
2930EBDE7C523FE753186950DBF6153D,1,3113.0,Rotterdam,D,1
2930EBDE7C523FE753186950DBF6153D,1,1208.0,GATX Terminals No.1 Jetty - Thames,D,2
2930EBDE7C523FE753186950DBF6153D,1,1544.0,Immingham Oil Terminal,D,3
B43197F6B14945B709A166E8D30773A1,1,1473.0,Honiara,L,0
B43197F6B14945B709A166E8D30773A1,1,4627.0,Alotau,L,1
B43197F6B14945B709A166E8D30773A1,1,4628.0,Oro Bay,L,1
B43197F6B14945B709A166E8D30773A1,1,4629.0,Kimbe,L,2
B43197F6B14945B709A166E8D30773A1,1,4678.0,Bialla,L,3
B43197F6B14945B709A166E8D30773A1,1,3113.0,Rotterdam,D,4
B43197F6B14945B709A166E8D30773A1,1,1974.0,"Liverpool, U.K.",D,5
F71C5FC6DA6E5BE59FF76B2F9DAD014B,1,351.0,Bayuquan,L,0
F71C5FC6DA6E5BE59FF76B2F9DAD014B,1,712.0,Chittagong,D,1
38BBA82F4F6C63F96E3E87E850C969BD,1,3113.0,Rotterdam,D,0
38BBA82F4F6C63F96E3E87E850C969BD,1,3199.0,Sandakan,L,1
38BBA82F4F6C63F96E3E87E850C969BD,1,2781.0,Port Klang - Kapar Power Station,L,2
38BBA82F4F6C63F96E3E87E850C969BD,1,2622.0,Pasir Gudang,L,3
C7F475BA38CBFE786AD92AFBDEABBEEE,1,2230.0,Mongstad,L,0
C7F475BA38CBFE786AD92AFBDEABBEEE,1,3113.0,Rotterdam,D,1
C7F475BA38CBFE786AD92AFBDEABBEEE,1,3973.0,Wilhelmshaven,D,2
4C2EBBD0DC671918BE8FFC10A76FD880,1,1922.0,Lavera,L,0
4C2EBBD0DC671918BE8FFC10A76FD880,1,1985.0,Lome,D,1
4C2EBBD0DC671918BE8FFC10A76FD880,1,837.0,Dakar,D,2
4C2EBBD0DC671918BE8FFC10A76FD880,1,2234.0,Monrovia,D,3
9CBE22A22B89A9E05C52172FD75ACB92,1,2987.0,Qua Iboe,L,0
9CBE22A22B89A9E05C52172FD75ACB92,1,2665.0,Philadelphia,D,1
F485454F0501A6150A27F4B32583BD49,1,2354.0,New Orleans,D,0
F485454F0501A6150A27F4B32583BD49,1,3199.0,Sandakan,L,1
F485454F0501A6150A27F4B32583BD49,1,4163.0,Lubuk Guang,L,2
F485454F0501A6150A27F4B32583BD49,1,334.0,Batuampar - Batam,L,3
F485454F0501A6150A27F4B32583BD49,1,2622.0,Pasir Gudang,L,4
F485454F0501A6150A27F4B32583BD49,1,2613.0,Paranagua,D,5
2132DA1379812F176E3356906BC4897F,1,81.0,Algeciras,L,0
2132DA1379812F176E3356906BC4897F,1,81.0,Algeciras,D,1
2132DA1379812F176E3356906BC4897F,1,81.0,Algeciras,D,2
2132DA1379812F176E3356906BC4897F,1,81.0,Algeciras,D,3
8167011C569E487B33B6153AA511B9E9,1,1488.0,Houston,L,0
8167011C569E487B33B6153AA511B9E9,1,2585.0,Pajaritos,D,1
8167011C569E487B33B6153AA511B9E9,1,3871.0,Veracruz,D,2
630C24B79866A3AFCF420CC0EFAAD02E,1,2270.0,Mundra,D,0
630C24B79866A3AFCF420CC0EFAAD02E,1,3236.0,Sao Francisco do Sul,L,1
630C24B79866A3AFCF420CC0EFAAD02E,1,3072.0,Rio Grande,L,2
111EEC6573644F776080195EC7C0DD1B,1,5113.0,Liza Unity FPSO,L,0
62DB21A0AFDDC171643AC9DD27F5AFAD,1,446.0,Bonga Terminal,L,0
62DB21A0AFDDC171643AC9DD27F5AFAD,1,3757.0,Trieste,D,1
62DB21A0AFDDC171643AC9DD27F5AFAD,1,2539.0,Omisalj,D,2
25ABDFECAE7BC46171817D8E8900776F,1,1639.0,Ju'aymah,L,0
25ABDFECAE7BC46171817D8E8900776F,1,975.0,Durban,D,1
F8E5FA1600AB7A07993F56DBBABCCCB2,1,2620.0,Pascagoula,L,0
F8E5FA1600AB7A07993F56DBBABCCCB2,1,235.0,Bahia Las Minas,D,1
3EAABC296CA96A59995CEAC0C936164B,1,2867.0,Porvoo,L,0
3EAABC296CA96A59995CEAC0C936164B,1,1874.0,Zona Comun/La Plata Roads,D,1
3EAABC296CA96A59995CEAC0C936164B,1,94.0,Alpha Zone (Tsa),D,2
B1435F16EC93ABFB095513CC5FB68734,1,2047.0,Madre de Deus,L,0
B1435F16EC93ABFB095513CC5FB68734,1,2759.0,Port Elizabeth,D,1
B1435F16EC93ABFB095513CC5FB68734,1,1170.0,Fujairah,D,2
B1435F16EC93ABFB095513CC5FB68734,1,3398.0,Sohar Port,D,3
00C699B395E336BBC27C833B36E04287,1,400.0,Bilbao,L,0
00C699B395E336BBC27C833B36E04287,1,2356.0,"New York, NY",D,1
BBF19EAC175121A11E5487DA26F33175,1,3113.0,Rotterdam,L,0
BBF19EAC175121A11E5487DA26F33175,1,3383.0,Slagen,L,1
BBF19EAC175121A11E5487DA26F33175,1,3476.0,St Rose,D,2
DA8A130C89ED0729AF663C07BB4449B9,1,3184.0,"San Lorenzo, Argentina",L,0
DA8A130C89ED0729AF663C07BB4449B9,1,3305.0,Sfax,D,1
DA8A130C89ED0729AF663C07BB4449B9,1,364.0,Bejaia,D,2
DA8A130C89ED0729AF663C07BB4449B9,1,2547.0,Oran,D,3
4B6355915421118A526FC7EC87E87674,1,2622.0,Pasir Gudang,D,0
4B6355915421118A526FC7EC87E87674,1,3184.0,"San Lorenzo, Argentina",L,1
4B6355915421118A526FC7EC87E87674,1,2976.0,Pyeongtaek,D,2
C825A198E0623BC55F326950A6B2FCDA,1,3113.0,Rotterdam,D,0
C825A198E0623BC55F326950A6B2FCDA,1,4627.0,Alotau,L,1
C825A198E0623BC55F326950A6B2FCDA,1,4629.0,Kimbe,L,2
C825A198E0623BC55F326950A6B2FCDA,1,4678.0,Bialla,L,3
C825A198E0623BC55F326950A6B2FCDA,1,1888.0,Lae,L,4
C825A198E0623BC55F326950A6B2FCDA,1,486.0,Brake,D,5
2F1E16AC9C2CC648078BA300BF65C30A,1,472.0,Botas (Ceyhan) Oil Terminal,L,0
2F1E16AC9C2CC648078BA300BF65C30A,1,3661.0,Teluk Semangka,D,1
B43197F6B14945B7B8C222611EC84C6A,1,4322.0,Usan Field (FPSO) (Using AKPO Terminal),L,0
B43197F6B14945B7B8C222611EC84C6A,1,2638.0,Pembroke Dock,D,1
8D26FB507A95D4155DD5BC9C36B92570,1,809.0,Covenas,L,0
8D26FB507A95D4155DD5BC9C36B92570,1,710.0,Chiriqui Grande,D,1
7D36ADAC40325B790419CBF20A1DA6E1,1,2867.0,Porvoo,L,0
7D36ADAC40325B790419CBF20A1DA6E1,1,113.0,Amsterdam,D,1
34131FA1033A4AE3C85A970B1A4C7D23,1,3184.0,"San Lorenzo, Argentina",L,0
34131FA1033A4AE3C85A970B1A4C7D23,1,1672.0,Kandla,D,1
34131FA1033A4AE3C85A970B1A4C7D23,1,1362.0,Haldia,D,2
34131FA1033A4AE3C85A970B1A4C7D23,1,3008.0,Ramallo,L,3
34131FA1033A4AE3C85A970B1A4C7D23,1,362.0,Beira,D,4
913FA29BC52C0656D828F50186449471,1,3184.0,"San Lorenzo, Argentina",L,0
913FA29BC52C0656D828F50186449471,1,1362.0,Haldia,D,1
913FA29BC52C0656D828F50186449471,1,712.0,Chittagong,D,2
913FA29BC52C0656D828F50186449471,1,232.0,Bahia Blanca,L,3
913FA29BC52C0656D828F50186449471,1,1658.0,Kakinada,D,4
5CF091949D875152FFADCEC3552B4459,1,514.0,Brownsville,L,0
5CF091949D875152FFADCEC3552B4459,1,3113.0,Rotterdam,D,1
5CF091949D875152FFADCEC3552B4459,1,1488.0,Houston,L,2
8A024D7592F3DCA2BE37AF16F1B3AA78,1,2894.0,Puerto Armuelles,L,0
8A024D7592F3DCA2BE37AF16F1B3AA78,1,1013.0,El Segundo,D,1
987161D8ABBE471D4E10DE62E93F59F1,1,1985.0,Lome,L,0
987161D8ABBE471D4E10DE62E93F59F1,1,883.0,Delta Zone (Tsa),D,1
987161D8ABBE471D4E10DE62E93F59F1,1,590.0,Campana,D,2
EE512A14F8399BEC7BC0CEF5488AFBB2,1,1488.0,Houston,L,0
EE512A14F8399BEC7BC0CEF5488AFBB2,1,3069.0,Rio de Janeiro,D,1
6227748A22F3EDA1F63FE30CFBC9DAFE,1,81.0,Algeciras,L,0
6227748A22F3EDA1F63FE30CFBC9DAFE,1,1488.0,Houston,D,1
45CFAE9BA3898833EA01C18E11D16EAE,1,405.0,Bintulu,L,0
45CFAE9BA3898833EA01C18E11D16EAE,1,4075.0,Zhoushan,D,1
114A9FF7D6460C06C85F44A232C12F6A,1,1165.0,"Freeport, Texas, U.S.A.",L,0
114A9FF7D6460C06C85F44A232C12F6A,1,533.0,Bunbury,D,1
640D6AB2C10A01675C04F271B3C14C99,1,1895.0,Lake Charles,L,0
640D6AB2C10A01675C04F271B3C14C99,1,3238.0,Sao Luiz De Maranhao,D,1
D09B2CE4071903FE871DC0FEDE8518D1,1,1164.0,"Freeport, (Grand Bahama Is.), Bahamas",L,0
D09B2CE4071903FE871DC0FEDE8518D1,1,3080.0,Riverhead,D,1
D09B2CE4071903FE871DC0FEDE8518D1,1,338.0,"Bayonne, New Jersey, U.S.A",D,2
D09B2CE4071903FE871DC0FEDE8518D1,1,2351.0,New Jersey,D,3
AF14B64F34BCE3EBEB9401D7153829EC,1,2475.0,Offshore Forcados No.4 (TA),L,0
AF14B64F34BCE3EBEB9401D7153829EC,1,975.0,Durban,D,1
784E59676C2089F95FEB345F55CE9AAC,1,1642.0,Jubilee Terminal,L,0
784E59676C2089F95FEB345F55CE9AAC,1,2047.0,Madre de Deus,D,1
784E59676C2089F95FEB345F55CE9AAC,1,3163.0,Salvador,D,2
05FD247B3BF08155C539EB1EF321FE4B,1,4113.0,Garyville LA (using Reserve),L,0
05FD247B3BF08155C539EB1EF321FE4B,1,1866.0,"La Libertad, Ecuador",D,1
7C0D2FA8D5030EE056CC93F952543850,1,2620.0,Pascagoula,L,0
7C0D2FA8D5030EE056CC93F952543850,1,2905.0,Puerto Cortes,D,1
7C0D2FA8D5030EE056CC93F952543850,1,2895.0,Puerto Barrios,D,2
7C0D2FA8D5030EE056CC93F952543850,1,3232.0,Santo Tomas de Castilla,D,3
ECEAA6601C9BB1955597B860DE6C3E94,1,1473.0,Honiara,L,0
ECEAA6601C9BB1955597B860DE6C3E94,1,1888.0,Lae,L,1
