voyage_id,fixture_display_order,commission_type,org_group,org_name,external_id,rate
3E81A322AED803A024960E3FFF62DC15,1,Broker,Madrid Shipp,Madrid Shipping Advisors S.L.,52238,1.25
3E81A322AED803A024960E3FFF62DC15,1,Agent,Stena Bulk,,,2.0
3E81A322AED803A024960E3FFF62DC15,1,Co Broker,,,,0.0
A0E83F9B4E2A8BF5596A5356986AB052,1,Charterer,SHELL,Shell Trading Rotterdam BV,10207,2.5
A0E83F9B4E2A8BF5596A5356986AB052,1,Broker,Clarkson,Clarksons Platou Shipbroking (Switzerland) SA,105056,1.25
A0E83F9B4E2A8BF5596A5356986AB052,1,Agent,Stena Bulk,,,2.0
A0E83F9B4E2A8BF5596A5356986AB052,1,Co Broker,,,,0.0
8FE1AFBBE9CB5A05F2E1470E11A6E565,1,Charterer,TRAFIGURA,Trafigura Trading LLC,10074,2.5
8FE1AFBBE9CB5A05F2E1470E11A6E565,1,Broker,McQuilling,McQuilling Partners Inc.,103602,1.25
8FE1AFBBE9CB5A05F2E1470E11A6E565,1,Agent,,,,0.0
8FE1AFBBE9CB5A05F2E1470E11A6E565,1,Co Broker,,,,0.0
C565302D95536905313DAE6C069AEC98,1,Charterer,REPSOL,Repsol Trading SA,10167,1.25
C565302D95536905313DAE6C069AEC98,1,Broker,AFFINITY,Affinity Tankers Ltd,50010,1.25
C565302D95536905313DAE6C069AEC98,1,Agent,Stena Bulk,,,2.0
C565302D95536905313DAE6C069AEC98,1,Co Broker,,,,0.0
04FAD0AC5448D11EF57EA70D72EF3E52,1,Charterer,CHEVRON,Chevron International Tankship Limited,10109,2.5
04FAD0AC5448D11EF57EA70D72EF3E52,1,Broker,AFFINITY,Affinity Tankers Ltd,50010,1.25
04FAD0AC5448D11EF57EA70D72EF3E52,1,Agent,Stena Bulk,,,1.0
04FAD0AC5448D11EF57EA70D72EF3E52,1,Co Broker,,,,0.0
ACF288B1270F4CE0F0DE38EBBAFA5BCE,1,Charterer,VITOL,Vitol Inc.,10151,2.5
ACF288B1270F4CE0F0DE38EBBAFA5BCE,1,Broker,Galbraiths,Galbraith's USA Inc.,,1.25
ACF288B1270F4CE0F0DE38EBBAFA5BCE,1,Agent,,,,0.0
ACF288B1270F4CE0F0DE38EBBAFA5BCE,1,Co Broker,,,,0.0
24805117A535E6DF180AE220F047CC0F,1,Charterer,Mitsubishi,,,0.0
24805117A535E6DF180AE220F047CC0F,1,Broker,Signal Chart,Signal Chartering Ptd Ltd,50117,2.5
24805117A535E6DF180AE220F047CC0F,1,Agent,Stena Bulk,,,2.0
24805117A535E6DF180AE220F047CC0F,1,Co Broker,,,,0.0
786BA17AC86297C8807AAA6365344CC3,1,Charterer,TRICON,,,5.0
786BA17AC86297C8807AAA6365344CC3,1,Broker,,,,0.0
786BA17AC86297C8807AAA6365344CC3,1,Agent,Stena Bulk,,,2.0
786BA17AC86297C8807AAA6365344CC3,1,Co Broker,,,,0.0
43D02009116C6137359EDF6488A8A15E,1,Charterer,CHEVRON,Chevron International Tankship Limited,10109,2.5
43D02009116C6137359EDF6488A8A15E,1,Broker,AFFINITY,Affinity Tankers Ltd,50010,1.25
43D02009116C6137359EDF6488A8A15E,1,Agent,Stena Bulk,,,1.0
43D02009116C6137359EDF6488A8A15E,1,Co Broker,,,,0.0
96D538E36EB88ED8F8385100C71021ED,1,Charterer,Exxon,Seariver Maritime LLC,10008,2.5
96D538E36EB88ED8F8385100C71021ED,1,Broker,SSY,"Simpson, Spencer & Young",,1.25
96D538E36EB88ED8F8385100C71021ED,1,Agent,,,,0.0
96D538E36EB88ED8F8385100C71021ED,1,Co Broker,,,,0.0
C7831BB6860EF7FDC1635052C652873D,1,Charterer,BP,BP Products North America Inc.,10142,2.5
C7831BB6860EF7FDC1635052C652873D,1,Broker,True North C,True North Chartering,50082,1.25
C7831BB6860EF7FDC1635052C652873D,1,Agent,,,,0.0
C7831BB6860EF7FDC1635052C652873D,1,Co Broker,,,,0.0
5B39F40C3D3C67493801BDFBFE10A855,1,Charterer,Glencore,Viterra B.V.,10339,1.25
5B39F40C3D3C67493801BDFBFE10A855,1,Broker,RVB Shipbrok,RVB Shipbrokers Singapore Pte Ltd,50075,1.25
5B39F40C3D3C67493801BDFBFE10A855,1,Agent,Stena Bulk,,,2.0
5B39F40C3D3C67493801BDFBFE10A855,1,Co Broker,,,,0.0
AA33943F95946D8D1F1BEAB84AE6AFF9,1,Charterer,MERCURIA,Mercuria Shipping PTE. LTD,10399,2.5
AA33943F95946D8D1F1BEAB84AE6AFF9,1,Broker,Galbraiths,Galbraiths LTD,,1.25
AA33943F95946D8D1F1BEAB84AE6AFF9,1,Agent,,,,0.0
AA33943F95946D8D1F1BEAB84AE6AFF9,1,Co Broker,,,,0.0
9126FD6B9D11AF4146021DA473A2F441,1,Charterer,Glencore,Viterra B.V.,10339,1.25
9126FD6B9D11AF4146021DA473A2F441,1,Broker,RVB Shipbrok,RVB Shipbrokers Singapore Pte Ltd,50075,1.25
9126FD6B9D11AF4146021DA473A2F441,1,Agent,Stena Bulk,,,2.0
9126FD6B9D11AF4146021DA473A2F441,1,Co Broker,,,,0.0
AEBC36BA6D49A65106727944DA0EA065,1,Charterer,TRAFIGURA,Trafigura Maritime Logistics Pte Ltd,10128,2.5
AEBC36BA6D49A65106727944DA0EA065,1,Broker,Gulfstream,Gulfstream Tanker Chartering SA (Geneva),50136,1.25
AEBC36BA6D49A65106727944DA0EA065,1,Agent,,,,0.0
AEBC36BA6D49A65106727944DA0EA065,1,Co Broker,,,,0.0
1F3253E262D4FEE3C081E4080A4F41EC,1,Charterer,Sea Swift (P,,,2.5
1F3253E262D4FEE3C081E4080A4F41EC,1,Broker,Howe Robinso,,,1.25
1F3253E262D4FEE3C081E4080A4F41EC,1,Agent,Stena Bulk,,,2.0
1F3253E262D4FEE3C081E4080A4F41EC,1,Co Broker,,,,0.0
047B88F05654A63CC073DD403414C15A,1,Charterer,Saudi Aramco,,,2.5
047B88F05654A63CC073DD403414C15A,1,Broker,Clarkson,,,1.25
047B88F05654A63CC073DD403414C15A,1,Agent,Stena Bulk,,,2.0
047B88F05654A63CC073DD403414C15A,1,Co Broker,,,,0.0
760B3B52AAAFEF0EA7079DF99E6B4496,1,Charterer,VITOL,Vitol SA,10151,2.5
760B3B52AAAFEF0EA7079DF99E6B4496,1,Broker,Clarkson,Clarksons Platou Shipbroking (Switzerland) SA,105056,1.25
760B3B52AAAFEF0EA7079DF99E6B4496,1,Agent,Stena Bulk,,,2.0
760B3B52AAAFEF0EA7079DF99E6B4496,1,Co Broker,,,,0.0
1213E6C12FD0E76CCF7BE8EBD2F2FFC7,1,Charterer,TRAFIGURA,Trafigura Maritime Logistics Pte Ltd,10128,2.5
1213E6C12FD0E76CCF7BE8EBD2F2FFC7,1,Broker,MJLF,MJLF & Associates Inc.,50077,1.25
1213E6C12FD0E76CCF7BE8EBD2F2FFC7,1,Agent,Stena Bulk,,,2.0
1213E6C12FD0E76CCF7BE8EBD2F2FFC7,1,Co Broker,,,,0.0
407D824497FF39D4AEBC0E3D3441F791,1,Charterer,Sahara,Sahara Energy Resource Limited,10061,2.5
407D824497FF39D4AEBC0E3D3441F791,1,Broker,Gulfstream,Gulfstream Tanker Chartering SA (Geneva),50136,1.25
407D824497FF39D4AEBC0E3D3441F791,1,Agent,,,,0.0
407D824497FF39D4AEBC0E3D3441F791,1,Co Broker,,,,0.0
9424DC82672693E0A87F5B24D3802AB7,1,Charterer,Marquis Ener,Marquis Energy Global Pte. Ltd.,10363,2.5
9424DC82672693E0A87F5B24D3802AB7,1,Broker,Pole Shippin,Pole Shipping S.A.,52072,1.25
9424DC82672693E0A87F5B24D3802AB7,1,Agent,Stena Bulk,,,2.0
9424DC82672693E0A87F5B24D3802AB7,1,Co Broker,,,,0.0
E78F21082139CDC798EB898F452AB5AC,1,Charterer,Bryggen Ship,,,0.0
E78F21082139CDC798EB898F452AB5AC,1,Broker,Clarkson,,,0.0
E78F21082139CDC798EB898F452AB5AC,1,Agent,Stena Bulk,,,2.0
E78F21082139CDC798EB898F452AB5AC,1,Co Broker,,,,0.0
4B6355915421118A526FC7EC87E87674,1,Charterer,Bunge,Bunge SA,10179,2.5
4B6355915421118A526FC7EC87E87674,1,Broker,Odin,ODIN MARINE GROUP LLC,101591,1.25
4B6355915421118A526FC7EC87E87674,1,Agent,Stena Bulk,,,2.0
4B6355915421118A526FC7EC87E87674,1,Co Broker,,,,0.0
E17E36148CE4EEB1A8E4E3559CE4986B,1,Charterer,LUKOIL,Litasco SA,10048,2.5
E17E36148CE4EEB1A8E4E3559CE4986B,1,Broker,Howe Robinso,Howe Robinson Partners (UK) Ltd,51508,1.25
E17E36148CE4EEB1A8E4E3559CE4986B,1,Agent,,,,0.0
E17E36148CE4EEB1A8E4E3559CE4986B,1,Co Broker,,,,0.0
85BE36902F793700251791820A4FDC88,1,Charterer,TOTAL,TotalEnergies Gas & Power Limited,10199,
85BE36902F793700251791820A4FDC88,1,Broker,Poten & Part,Poten & Partners (UK) Ltd,105276,1.25
85BE36902F793700251791820A4FDC88,1,Agent,,,,
85BE36902F793700251791820A4FDC88,1,Co Broker,,,,
050002E2B49B48DFBEC833BDE037CE30,1,Charterer,VITOL,Vitol SA,10151,2.5
050002E2B49B48DFBEC833BDE037CE30,1,Broker,AFFINITY,Affinity Tankers Ltd,50010,1.25
050002E2B49B48DFBEC833BDE037CE30,1,Agent,Stena Bulk,,,2.0
050002E2B49B48DFBEC833BDE037CE30,1,Co Broker,,,,0.0
6764746342633B34B53DEE0CCC95BE9F,1,Charterer,Maersk,Maersk Tankers A/S,10218,2.5
6764746342633B34B53DEE0CCC95BE9F,1,Broker,Oil Broker,Oil Brokerage Limited,52108,1.25
6764746342633B34B53DEE0CCC95BE9F,1,Agent,Stena Bulk,,,1.25
6764746342633B34B53DEE0CCC95BE9F,1,Co Broker,,,,0.0
8125EAB23DAB3193852F854B8F0EB1CB,1,Charterer,TRICON,,,2.5
8125EAB23DAB3193852F854B8F0EB1CB,1,Broker,Lighthouse,,,2.5
8125EAB23DAB3193852F854B8F0EB1CB,1,Agent,Stena Bulk,,,2.0
8125EAB23DAB3193852F854B8F0EB1CB,1,Co Broker,,,,0.0
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,Charterer,PETROBRAS,Petroleo Brasileiro S.A.,10127,0.0
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,Broker,Brazilship,Brazilship/Scanbrasil Comercio Maritimo Ltda,105097,1.25
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,Agent,,,,0.0
BEAEF4B56052E35E11DF9B0B6BBC61D2,1,Co Broker,,,,0.0
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,Charterer,Posidonia Sh,Posidonia Shipping & Trading LTDA,10232,0.0
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,Broker,Brazilship,Brazilship/Scanbrasil Comercio Maritimo Ltda,105097,1.25
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,Agent,,,,0.0
CDFDFD514C0D8D3C5D16B564BF18E4DA,1,Co Broker,,,,0.0
52A30F86443D951AC67112393AB2B748,1,Charterer,TOTAL,Atlantic Trading & Marketing Inc.,10016,2.5
52A30F86443D951AC67112393AB2B748,1,Broker,MJLF,MJLF & Associates Inc.,50077,1.25
52A30F86443D951AC67112393AB2B748,1,Agent,,,,0.0
52A30F86443D951AC67112393AB2B748,1,Co Broker,,,,0.0
C9979AA474D9FB06D70C0B5481CABF27,1,Charterer,SHELL,,,2.5
C9979AA474D9FB06D70C0B5481CABF27,1,Broker,Alliance,,,1.25
C9979AA474D9FB06D70C0B5481CABF27,1,Agent,,,,0.0
C9979AA474D9FB06D70C0B5481CABF27,1,Co Broker,,,,0.0
25D3D5129610A0D7B90DB65400D105C2,1,Charterer,PMI,PMI Trading DAC,10193,0.0
25D3D5129610A0D7B90DB65400D105C2,1,Broker,Clarkson,Clarkson Platou Shipping Services USA LLC,103582,1.25
25D3D5129610A0D7B90DB65400D105C2,1,Agent,Stena Bulk,,,2.0
25D3D5129610A0D7B90DB65400D105C2,1,Co Broker,,,,0.0
88391DDD39888755EB20D3A2FD040E06,1,Charterer,TRAFIGURA,,,2.5
88391DDD39888755EB20D3A2FD040E06,1,Broker,Sentosa Ship,,,1.25
88391DDD39888755EB20D3A2FD040E06,1,Agent,Stena Bulk,,,2.0
88391DDD39888755EB20D3A2FD040E06,1,Co Broker,,,,0.0
14D084DCF290BDDC1FB2A8C0C8DAB67D,1,Charterer,REPSOL,Repsol Trading SA,10167,2.5
14D084DCF290BDDC1FB2A8C0C8DAB67D,1,Broker,Madrid Shipp,Madrid Shipping Advisors S.L.,52238,1.25
14D084DCF290BDDC1FB2A8C0C8DAB67D,1,Agent,Stena Bulk,,,2.0
14D084DCF290BDDC1FB2A8C0C8DAB67D,1,Co Broker,,,,0.0
934BFC527A1D7357AFD56DAFF2A0033D,1,Charterer,CLEARLAKE,Clearlake Shipping Limited of B.V.I,10033,2.5
934BFC527A1D7357AFD56DAFF2A0033D,1,Broker,Clarkson,Clarksons Platou Tankers AS,51512,1.25
934BFC527A1D7357AFD56DAFF2A0033D,1,Agent,Stena Bulk,,,1.0
934BFC527A1D7357AFD56DAFF2A0033D,1,Co Broker,,,,0.0
49B4E994B8EBE4C909475224817B2586,1,Charterer,VITOL,Vitol Bahrain EC,10152,2.5
49B4E994B8EBE4C909475224817B2586,1,Broker,SSY,Simpson Spence Young,52297,1.25
49B4E994B8EBE4C909475224817B2586,1,Agent,Stena Bulk,,,2.0
49B4E994B8EBE4C909475224817B2586,1,Co Broker,,,,0.0
6FDCBDCE1A2CD19F291935D358355B0B,1,Charterer,Oman Trading,OMAN TRADING INTERNATIONAL,10271,2.5
6FDCBDCE1A2CD19F291935D358355B0B,1,Broker,BRS,BRS Shipping Pte Ltd,52185,1.25
6FDCBDCE1A2CD19F291935D358355B0B,1,Agent,,,,0.0
6FDCBDCE1A2CD19F291935D358355B0B,1,Co Broker,,,,0.0
6F74113EEB33919698D37FCA86F12DED,1,Charterer,CEPSA,CEPSA TRADING S.A.U.,10255,2.5
6F74113EEB33919698D37FCA86F12DED,1,Broker,Galbraiths,Ifchor Galbraiths,52342,1.25
6F74113EEB33919698D37FCA86F12DED,1,Agent,,,,0.0
6F74113EEB33919698D37FCA86F12DED,1,Co Broker,,,,0.0
EA45A4F11172E454899E8D6760EDA0DB,1,Charterer,Marquis Ener,Marquis Energy Global Pte. Ltd.,10363,2.5
EA45A4F11172E454899E8D6760EDA0DB,1,Broker,Pole Shippin,Pole Shipping S.A.,52072,1.25
EA45A4F11172E454899E8D6760EDA0DB,1,Agent,Stena Bulk,,,2.0
EA45A4F11172E454899E8D6760EDA0DB,1,Co Broker,,,,0.0
D8B20CE7C647A1588B768454EDCE9057,1,Charterer,Jadestone En,Jadestone Energy (Australia) Pty Ltd,10340,0.0
D8B20CE7C647A1588B768454EDCE9057,1,Broker,,,,0.0
D8B20CE7C647A1588B768454EDCE9057,1,Agent,Stena Bulk,,,1.0
D8B20CE7C647A1588B768454EDCE9057,1,Co Broker,,,,0.0
15CF23E61F6E581E94890E235AC69089,1,Charterer,TRICON,Tricon Energy Ltd,10121,2.5
15CF23E61F6E581E94890E235AC69089,1,Broker,,,,0.0
15CF23E61F6E581E94890E235AC69089,1,Agent,Stena Bulk,,,2.0
15CF23E61F6E581E94890E235AC69089,1,Co Broker,,,,0.0
9560BFDF2BC6DDA9A57C579928D4086C,1,Charterer,SHELL,,,1.25
9560BFDF2BC6DDA9A57C579928D4086C,1,Broker,Charles R We,,,1.25
9560BFDF2BC6DDA9A57C579928D4086C,1,Agent,,,,0.0
9560BFDF2BC6DDA9A57C579928D4086C,1,Co Broker,SHELL,,,0.0
1A2B1DC16E37189A660F31EBC6108444,1,Charterer,CHEVRON,Chevron International Tankship Limited,10109,2.5
1A2B1DC16E37189A660F31EBC6108444,1,Broker,AFFINITY,Affinity Tankers Ltd,50010,1.25
1A2B1DC16E37189A660F31EBC6108444,1,Agent,Stena Bulk,,,1.0
1A2B1DC16E37189A660F31EBC6108444,1,Co Broker,,,,0.0
64E3DF436FA0DEB2D578CE7C1668036C,1,Charterer,Glencore,Glencore Agriculture B.V.,10177,1.25
64E3DF436FA0DEB2D578CE7C1668036C,1,Broker,RVB Shipbrok,,,1.25
64E3DF436FA0DEB2D578CE7C1668036C,1,Agent,Stena Bulk,,,2.0
64E3DF436FA0DEB2D578CE7C1668036C,1,Co Broker,,,,0.0
D4575B04081E7979D9554B856374573F,1,Charterer,SHELL,Shell International Trading Middle East,10258,2.5
D4575B04081E7979D9554B856374573F,1,Broker,Clarkson,H CLARKSON & COMPANY LIMITED,105568,1.25
D4575B04081E7979D9554B856374573F,1,Agent,Stena Bulk,,,2.0
D4575B04081E7979D9554B856374573F,1,Co Broker,,,,0.0
014B69F7CD903501B0A9427F7716EC8B,1,Charterer,CARGILL,Cargill International S.A.,10002,2.5
014B69F7CD903501B0A9427F7716EC8B,1,Broker,COMPASS,COMPASS TANKER CHARTERING PTE LTD,51939,2.5
014B69F7CD903501B0A9427F7716EC8B,1,Agent,Stena Bulk,,,2.0
014B69F7CD903501B0A9427F7716EC8B,1,Co Broker,,,,0.0
6B147C0172EB1E6DBC29BAE2247643A8,1,Charterer,Saudi Aramco,Aramco Trading Fujairah FZE,10378,2.5
6B147C0172EB1E6DBC29BAE2247643A8,1,Broker,BRS,,,1.25
6B147C0172EB1E6DBC29BAE2247643A8,1,Agent,Stena Bulk,,,2.0
6B147C0172EB1E6DBC29BAE2247643A8,1,Co Broker,,,,0.0
CDFDFD514C0D8D3C6BC33B4A3F8DDBCC,1,Charterer,Exxon,Seariver Maritime LLC,10008,2.5
CDFDFD514C0D8D3C6BC33B4A3F8DDBCC,1,Broker,Braemar,Braemar ACM Shipbroking Ltd,103663,1.25
CDFDFD514C0D8D3C6BC33B4A3F8DDBCC,1,Agent,Stena Bulk,,,2.0
CDFDFD514C0D8D3C6BC33B4A3F8DDBCC,1,Co Broker,,,,0.0
79598DC988DC2962DB48188B95239F9A,1,Charterer,Bunge,Bunge SA,10179,2.5
79598DC988DC2962DB48188B95239F9A,1,Broker,Odin,ODIN MARINE GROUP LLC,101591,1.25
79598DC988DC2962DB48188B95239F9A,1,Agent,Stena Bulk,,,2.0
79598DC988DC2962DB48188B95239F9A,1,Co Broker,,,,0.0
EDE9FF129D9492A08E1A6A6E3E598098,1,Charterer,J Global E,J. Global Energy,10296,1.25
EDE9FF129D9492A08E1A6A6E3E598098,1,Broker,Brazilship,Brazilship/Scanbrasil Comercio Maritimo Ltda,105097,1.25
EDE9FF129D9492A08E1A6A6E3E598098,1,Agent,Stena Bulk,,,2.0
EDE9FF129D9492A08E1A6A6E3E598098,1,Co Broker,,,,0.0
EDE9FF129D9492A08E1A6A6E3E598098,2,Charterer,Lemuria ltda,,,0.0
EDE9FF129D9492A08E1A6A6E3E598098,2,Broker,,,,0.0
EDE9FF129D9492A08E1A6A6E3E598098,2,Agent,,,,0.0
EDE9FF129D9492A08E1A6A6E3E598098,2,Co Broker,,,,0.0
EDE9FF129D9492A08E1A6A6E3E598098,3,Charterer,Ref. de Mang,Refinaria de Petroleos de Manguinhos,10125,0.0
EDE9FF129D9492A08E1A6A6E3E598098,3,Broker,,,,0.0
EDE9FF129D9492A08E1A6A6E3E598098,3,Agent,,,,0.0
EDE9FF129D9492A08E1A6A6E3E598098,3,Co Broker,,,,0.0
165C8339168CEE2A48D048B475DC28DB,1,Charterer,VITOL,Vitol Inc.,10151,2.5
165C8339168CEE2A48D048B475DC28DB,1,Broker,Southport Ma,Southport Maritime Inc,103581,1.25
165C8339168CEE2A48D048B475DC28DB,1,Agent,,,,0.0
165C8339168CEE2A48D048B475DC28DB,1,Co Broker,,,,0.0
21F257ACFC9D4DE54A748CD83DEDC612,1,Charterer,SHELL,Shell International Trading and Shipping Company Limited,1609,1.25
21F257ACFC9D4DE54A748CD83DEDC612,1,Broker,Charles R We,"CHARLES R. WEBER COMPANY,INC",101213,1.25
21F257ACFC9D4DE54A748CD83DEDC612,1,Agent,,,,0.0
21F257ACFC9D4DE54A748CD83DEDC612,1,Co Broker,SHELL,Shell COA,51515,0.0
678B5B12F9B655BE49A6C8B7DE11D408,1,Charterer,BASF Intertr,BASF Intertrade AG,10424,1.25
678B5B12F9B655BE49A6C8B7DE11D408,1,Broker,Steem 1960,Steem1960 Shipbrokers AS,51767,1.25
678B5B12F9B655BE49A6C8B7DE11D408,1,Agent,Stena Bulk,,,2.0
678B5B12F9B655BE49A6C8B7DE11D408,1,Co Broker,,,,0.0
CC7802A637D2E8E64B166F4708436EB9,1,Charterer,PMI,PMI Trading DAC,10193,0.0
CC7802A637D2E8E64B166F4708436EB9,1,Broker,Clarkson,Clarkson Platou Shipping Services USA LLC,103582,1.25
CC7802A637D2E8E64B166F4708436EB9,1,Agent,Stena Bulk,,,2.0
CC7802A637D2E8E64B166F4708436EB9,1,Co Broker,,,,0.0
8F967560E5047FCEBE21EF283FB25CB4,1,Charterer,SHELL,Shell Trading Rotterdam BV,10207,2.5
8F967560E5047FCEBE21EF283FB25CB4,1,Broker,Clarkson,Clarksons Platou Tankers AS,51512,1.25
8F967560E5047FCEBE21EF283FB25CB4,1,Agent,Stena Bulk,,,2.0
8F967560E5047FCEBE21EF283FB25CB4,1,Co Broker,,,,0.0
A84DD782318302C19288BAF373A02D04,1,Charterer,Military Sea,Military Sealift Command Norfolk,10191,0.0
A84DD782318302C19288BAF373A02D04,1,Broker,,,,0.0
A84DD782318302C19288BAF373A02D04,1,Agent,,,,0.0
A84DD782318302C19288BAF373A02D04,1,Co Broker,,,,0.0
199FADC7EAAEC53DF9E691562818222A,1,Charterer,TRAFIGURA,Trafigura Trading LLC,10074,2.5
199FADC7EAAEC53DF9E691562818222A,1,Broker,AFFINITY,Affinity Tankers Ltd,50010,1.25
199FADC7EAAEC53DF9E691562818222A,1,Agent,Stena Bulk,,,2.0
199FADC7EAAEC53DF9E691562818222A,1,Co Broker,,,,0.0
2F308689E9E60A6C499FF911725E63FE,1,Charterer,UNIPEC,,,2.5
2F308689E9E60A6C499FF911725E63FE,1,Broker,Eastport Cha,,,1.25
2F308689E9E60A6C499FF911725E63FE,1,Agent,Stena Bulk,,,2.0
2F308689E9E60A6C499FF911725E63FE,1,Co Broker,,,,0.0
2D196AD00914F3704CF74336ABE7FE7B,1,Charterer,J Global E,J. Global Energy,10296,1.25
2D196AD00914F3704CF74336ABE7FE7B,1,Broker,Brazilship,Brazilship/Scanbrasil Comercio Maritimo Ltda,105097,1.25
2D196AD00914F3704CF74336ABE7FE7B,1,Agent,Stena Bulk,,,2.0
2D196AD00914F3704CF74336ABE7FE7B,1,Co Broker,,,,0.0
2D196AD00914F3704CF74336ABE7FE7B,2,Charterer,Zemax Log So,ZEMAX SERVIÇOS MARÍTIMOS LTDA,10303,0.0
2D196AD00914F3704CF74336ABE7FE7B,2,Broker,Brazilship,,,1.25
2D196AD00914F3704CF74336ABE7FE7B,2,Agent,Stena Bulk,,,2.0
2D196AD00914F3704CF74336ABE7FE7B,2,Co Broker,,,,0.0
2D196AD00914F3704CF74336ABE7FE7B,3,Charterer,Ref. de Mang,Refinaria de Petroleos de Manguinhos,10125,0.0
2D196AD00914F3704CF74336ABE7FE7B,3,Broker,Brazilship,,,1.25
2D196AD00914F3704CF74336ABE7FE7B,3,Agent,Stena Bulk,,,2.0
2D196AD00914F3704CF74336ABE7FE7B,3,Co Broker,,,,0.0
7DE479BEF902F8482CAC8DA2D56FBD0B,1,Charterer,NESTE,,,1.25
7DE479BEF902F8482CAC8DA2D56FBD0B,1,Broker,New Asia Shi,,,1.25
7DE479BEF902F8482CAC8DA2D56FBD0B,1,Agent,Stena Bulk,,,2.0
7DE479BEF902F8482CAC8DA2D56FBD0B,1,Co Broker,,,,0.0
AE8BAB4810D06966E69B778C102D03CC,1,Charterer,VITOL,Vitol Inc.,10151,2.5
AE8BAB4810D06966E69B778C102D03CC,1,Broker,Galbraiths,Galbraiths LTD,,1.25
AE8BAB4810D06966E69B778C102D03CC,1,Agent,,,,0.0
AE8BAB4810D06966E69B778C102D03CC,1,Co Broker,,,,0.0
70B36BEFDF491F92A9442236BF10BC83,1,Charterer,NOVA,,,2.5
70B36BEFDF491F92A9442236BF10BC83,1,Broker,Steem 1960,,,1.25
70B36BEFDF491F92A9442236BF10BC83,1,Agent,Stena Bulk,,,2.0
70B36BEFDF491F92A9442236BF10BC83,1,Co Broker,,,,0.0
F11713AA423682A30FFE1AB5F378812D,1,Charterer,Raizen Tradi,Raizen Trading S.A.,10412,2.5
F11713AA423682A30FFE1AB5F378812D,1,Broker,True North C,True North Chartering,50082,1.25
F11713AA423682A30FFE1AB5F378812D,1,Agent,Stena Bulk,,,2.0
F11713AA423682A30FFE1AB5F378812D,1,Co Broker,,,,0.0
94DF670F136698DBF1A6D9341E2CB775,1,Charterer,CHEVRON,Chevron International Tankship Limited,10109,2.5
94DF670F136698DBF1A6D9341E2CB775,1,Broker,AFFINITY,Affinity Tankers Ltd,50010,1.25
94DF670F136698DBF1A6D9341E2CB775,1,Agent,Stena Bulk,,,1.0
94DF670F136698DBF1A6D9341E2CB775,1,Co Broker,,,,0.0
952AEB3FE07BF099297CA7FA65C7B2DC,1,Charterer,Exxon,Seariver Maritime LLC,10008,2.5
952AEB3FE07BF099297CA7FA65C7B2DC,1,Broker,Braemar,Braemar ACM Shipbroking Ltd,103663,1.25
952AEB3FE07BF099297CA7FA65C7B2DC,1,Agent,,,,0.0
952AEB3FE07BF099297CA7FA65C7B2DC,1,Co Broker,,,,0.0
FE1DDECC4B403B0CD6BED77E9EEBF8E0,1,Charterer,New Britain ,New Britain Palm Oil Limited,10022,0.0
FE1DDECC4B403B0CD6BED77E9EEBF8E0,1,Broker,,,,0.0
FE1DDECC4B403B0CD6BED77E9EEBF8E0,1,Agent,Stena Bulk,,,2.0
FE1DDECC4B403B0CD6BED77E9EEBF8E0,1,Co Broker,,,,0.0
1CB88B94F5E6E2F412AE66D9F351A140,1,Charterer,Petroineos,Petroineos Trading Limited,10253,2.5
1CB88B94F5E6E2F412AE66D9F351A140,1,Broker,Galbraiths,Galbraiths LTD,,1.25
1CB88B94F5E6E2F412AE66D9F351A140,1,Agent,,,,0.0
1CB88B94F5E6E2F412AE66D9F351A140,1,Co Broker,,,,0.0
292DA1DF2A4552BC6DDF2FCF62517F36,1,Charterer,New Britain ,New Britain Palm Oil Limited,10022,0.0
292DA1DF2A4552BC6DDF2FCF62517F36,1,Broker,,,,0.0
292DA1DF2A4552BC6DDF2FCF62517F36,1,Agent,Stena Bulk,,,2.0
292DA1DF2A4552BC6DDF2FCF62517F36,1,Co Broker,,,,0.0
63EDDD459C2B17D9A4A051F0FF051BE4,1,Charterer,J Global E,J. Global Energy,10296,0.0
63EDDD459C2B17D9A4A051F0FF051BE4,1,Broker,Brazilship,Brazilship/Scanbrasil Comercio Maritimo Ltda,105097,1.25
63EDDD459C2B17D9A4A051F0FF051BE4,1,Agent,Stena Bulk,,,1.0
63EDDD459C2B17D9A4A051F0FF051BE4,1,Co Broker,,,,0.0
63EDDD459C2B17D9A4A051F0FF051BE4,2,Charterer,Zemax Log So,ZEMAX SERVIÇOS MARÍTIMOS LTDA,10303,0.0
63EDDD459C2B17D9A4A051F0FF051BE4,2,Broker,Brazilship,Brazilship/Scanbrasil Comercio Maritimo Ltda,105097,1.25
63EDDD459C2B17D9A4A051F0FF051BE4,2,Agent,Stena Bulk,,,1.0
63EDDD459C2B17D9A4A051F0FF051BE4,2,Co Broker,,,,0.0
